time_stamp,noise_floor_db
2026-01-13T15:26:12.428008,-63.27
2026-01-13T15:26:12.928623,-63.25
2026-01-13T15:26:13.427615,-63.24
2026-01-13T15:26:13.927607,-63.40
2026-01-13T15:26:14.427285,-63.37
2026-01-13T15:26:14.927211,-63.21
2026-01-13T15:26:15.427120,-63.48
2026-01-13T15:26:15.925081,-63.62
2026-01-13T15:26:16.424733,-63.61
2026-01-13T15:26:16.924495,-63.55
2026-01-13T15:26:17.424374,-63.48
2026-01-13T15:26:17.924380,-63.42
2026-01-13T15:26:18.424078,-63.34
2026-01-13T15:26:18.923969,-63.37
2026-01-13T15:26:19.423718,-63.37
2026-01-13T15:26:19.923544,-63.27
2026-01-13T15:26:20.423760,-63.14
2026-01-13T15:26:20.923499,-63.05
2026-01-13T15:26:21.423178,-63.03
2026-01-13T15:26:21.922858,-62.96
2026-01-13T15:26:22.422702,-63.00
2026-01-13T15:26:22.922682,-63.01
2026-01-13T15:26:23.422397,-63.03
2026-01-13T15:26:23.922295,-63.12
2026-01-13T15:26:24.422589,-63.08
2026-01-13T15:26:24.921918,-63.14
2026-01-13T15:26:25.422094,-63.04
2026-01-13T15:26:25.921840,-62.96
2026-01-13T15:26:26.421511,-63.21
2026-01-13T15:26:26.921270,-63.31
2026-01-13T15:26:27.419116,-63.36
2026-01-13T15:26:27.918924,-63.63
2026-01-13T15:26:28.418878,-63.51
2026-01-13T15:26:28.918637,-63.44
2026-01-13T15:26:29.418633,-63.36
2026-01-13T15:26:29.918343,-63.24
2026-01-13T15:26:30.418343,-63.20
2026-01-13T15:26:30.918427,-63.21
2026-01-13T15:26:31.417877,-63.12
2026-01-13T15:26:31.917654,-63.07
2026-01-13T15:26:32.417532,-63.07
2026-01-13T15:26:32.917299,-62.94
2026-01-13T15:26:33.417227,-62.95
2026-01-13T15:26:33.916963,-62.82
2026-01-13T15:26:34.416920,-62.87
2026-01-13T15:26:34.916653,-62.95
2026-01-13T15:26:35.416550,-62.84
2026-01-13T15:26:35.916589,-62.94
2026-01-13T15:26:36.416242,-63.08
2026-01-13T15:26:36.916033,-63.06
2026-01-13T15:26:37.415866,-63.17
2026-01-13T15:26:37.915682,-63.11
2026-01-13T15:26:38.415549,-63.12
2026-01-13T15:26:38.915412,-63.30
2026-01-13T15:26:39.413219,-63.29
2026-01-13T15:26:39.913065,-63.35
2026-01-13T15:26:40.412938,-63.40
2026-01-13T15:26:40.913484,-63.34
2026-01-13T15:26:41.412563,-63.22
2026-01-13T15:26:41.912418,-63.12
2026-01-13T15:26:42.412285,-63.01
2026-01-13T15:26:42.912156,-62.91
2026-01-13T15:26:43.412241,-62.88
2026-01-13T15:26:43.911805,-62.87
2026-01-13T15:26:44.411679,-62.87
2026-01-13T15:26:44.911510,-62.95
2026-01-13T15:26:45.413922,-62.87
2026-01-13T15:26:45.911355,-62.91
2026-01-13T15:26:46.410938,-62.88
2026-01-13T15:26:46.910798,-62.87
2026-01-13T15:26:47.410607,-62.98
2026-01-13T15:26:47.910520,-63.05
2026-01-13T15:26:48.410683,-63.07
2026-01-13T15:26:48.910119,-63.22
2026-01-13T15:26:49.410042,-63.22
2026-01-13T15:26:49.909841,-63.31
2026-01-13T15:26:50.409686,-63.25
2026-01-13T15:26:50.908496,-63.19
2026-01-13T15:26:51.407351,-63.22
2026-01-13T15:26:51.907315,-63.25
2026-01-13T15:26:52.407189,-63.13
2026-01-13T15:26:52.906938,-63.12
2026-01-13T15:26:53.406811,-63.10
2026-01-13T15:26:53.906622,-62.92
2026-01-13T15:26:54.406427,-62.92
2026-01-13T15:26:54.906256,-62.81
2026-01-13T15:26:55.406083,-62.75
2026-01-13T15:26:55.906264,-62.77
2026-01-13T15:26:56.405756,-62.76
2026-01-13T15:26:56.905636,-62.74
2026-01-13T15:26:57.405491,-62.87
2026-01-13T15:26:57.905254,-62.84
2026-01-13T15:26:58.405140,-62.89
2026-01-13T15:26:58.904905,-62.82
2026-01-13T15:26:59.404921,-62.87
2026-01-13T15:26:59.904608,-62.94
2026-01-13T15:27:00.404403,-62.88
2026-01-13T15:27:00.904532,-62.98
2026-01-13T15:27:01.404149,-63.25
2026-01-13T15:27:01.903977,-63.46
2026-01-13T15:27:02.401842,-63.38
2026-01-13T15:27:02.901638,-63.31
2026-01-13T15:27:03.401492,-63.19
2026-01-13T15:27:03.901348,-63.12
2026-01-13T15:27:04.401152,-62.73
2026-01-13T15:27:04.900982,-62.75
2026-01-13T15:27:05.400883,-62.96
2026-01-13T15:27:05.901047,-63.02
2026-01-13T15:27:06.400524,-62.90
2026-01-13T15:27:06.900400,-62.92
2026-01-13T15:27:07.400287,-62.84
2026-01-13T15:27:07.900156,-62.74
2026-01-13T15:27:08.399851,-62.88
2026-01-13T15:27:08.899703,-62.90
2026-01-13T15:27:09.399525,-62.95
2026-01-13T15:27:09.899330,-63.15
2026-01-13T15:27:10.399229,-63.14
2026-01-13T15:27:10.899175,-63.16
2026-01-13T15:27:11.398883,-63.21
2026-01-13T15:27:11.898734,-63.25
2026-01-13T15:27:12.398572,-63.10
2026-01-13T15:27:12.898559,-63.20
2026-01-13T15:27:13.398233,-63.40
2026-01-13T15:27:13.896098,-63.40
2026-01-13T15:27:14.396099,-63.36
2026-01-13T15:27:14.895739,-63.18
2026-01-13T15:27:15.395762,-63.13
2026-01-13T15:27:15.895733,-63.00
2026-01-13T15:27:16.395327,-62.97
2026-01-13T15:27:16.895165,-62.93
2026-01-13T15:27:17.394973,-62.87
2026-01-13T15:27:17.895143,-62.87
2026-01-13T15:27:18.394687,-62.92
2026-01-13T15:27:18.894495,-62.80
2026-01-13T15:27:19.394322,-62.85
2026-01-13T15:27:19.894145,-62.86
2026-01-13T15:27:20.394560,-62.90
2026-01-13T15:27:20.893813,-62.96
2026-01-13T15:27:21.393742,-62.87
2026-01-13T15:27:21.893599,-62.57
2026-01-13T15:27:22.393359,-63.01
2026-01-13T15:27:22.893421,-63.33
2026-01-13T15:27:23.393711,-63.19
2026-01-13T15:27:23.892840,-63.36
2026-01-13T15:27:24.392690,-63.16
2026-01-13T15:27:24.893392,-62.69
2026-01-13T15:27:25.390429,-59.61
2026-01-13T15:27:25.890232,-60.72
2026-01-13T15:27:26.390107,-59.72
2026-01-13T15:27:26.890071,-56.83
2026-01-13T15:27:27.389774,-57.91
2026-01-13T15:27:27.889682,-53.01
2026-01-13T15:27:28.389472,-57.02
2026-01-13T15:27:28.889224,-59.78
2026-01-13T15:27:29.389111,-57.31
2026-01-13T15:27:29.889018,-55.98
2026-01-13T15:27:30.388915,-57.10
2026-01-13T15:27:30.888548,-55.79
2026-01-13T15:27:31.388425,-56.94
2026-01-13T15:27:31.888452,-56.62
2026-01-13T15:27:32.388140,-53.57
2026-01-13T15:27:32.887941,-57.41
2026-01-13T15:27:33.387787,-56.36
2026-01-13T15:27:33.887598,-55.89
2026-01-13T15:27:34.387470,-54.44
2026-01-13T15:27:34.887326,-55.01
2026-01-13T15:27:35.387274,-55.21
2026-01-13T15:27:35.886967,-55.79
2026-01-13T15:27:36.386838,-56.08
2026-01-13T15:27:36.884852,-57.29
2026-01-13T15:27:37.384504,-57.09
2026-01-13T15:27:37.884321,-60.36
2026-01-13T15:27:38.385619,-56.79
2026-01-13T15:27:38.883966,-56.68
2026-01-13T15:27:39.383866,-55.51
2026-01-13T15:27:39.884920,-54.08
2026-01-13T15:27:40.383563,-55.79
2026-01-13T15:27:40.883373,-59.13
2026-01-13T15:27:41.383226,-59.29
2026-01-13T15:27:41.883172,-57.88
2026-01-13T15:27:42.383059,-57.10
2026-01-13T15:27:42.882681,-58.58
2026-01-13T15:27:43.382522,-56.64
2026-01-13T15:27:43.882441,-57.48
2026-01-13T15:27:44.382442,-57.21
2026-01-13T15:27:44.882066,-54.83
2026-01-13T15:27:45.381882,-51.14
2026-01-13T15:27:45.881890,-48.10
2026-01-13T15:27:46.381658,-47.13
2026-01-13T15:27:46.881725,-47.64
2026-01-13T15:27:47.381474,-50.35
2026-01-13T15:27:47.881079,-50.75
2026-01-13T15:27:48.380934,-56.84
2026-01-13T15:27:48.878805,-54.98
2026-01-13T15:27:49.378617,-50.59
2026-01-13T15:27:49.878531,-54.96
2026-01-13T15:27:50.378347,-47.85
2026-01-13T15:27:50.878283,-47.95
2026-01-13T15:27:51.377986,-51.67
2026-01-13T15:27:51.878059,-48.50
2026-01-13T15:27:52.378407,-50.23
2026-01-13T15:27:52.877538,-52.63
2026-01-13T15:27:53.377369,-51.82
2026-01-13T15:27:53.877255,-51.93
2026-01-13T15:27:54.376978,-52.23
2026-01-13T15:27:54.876847,-52.28
2026-01-13T15:27:55.376643,-54.35
2026-01-13T15:27:55.876622,-54.44
2026-01-13T15:27:56.376390,-55.43
2026-01-13T15:27:56.877561,-53.52
2026-01-13T15:27:57.376283,-57.16
2026-01-13T15:27:57.875839,-54.36
2026-01-13T15:27:58.375703,-54.35
2026-01-13T15:27:58.875582,-50.08
2026-01-13T15:27:59.375371,-53.56
2026-01-13T15:27:59.875242,-54.88
2026-01-13T15:28:00.373150,-48.53
2026-01-13T15:28:00.872933,-52.07
2026-01-13T15:28:01.372791,-55.56
2026-01-13T15:28:01.872658,-53.11
2026-01-13T15:28:02.373385,-49.52
2026-01-13T15:28:02.872308,-51.65
2026-01-13T15:28:03.372109,-52.87
2026-01-13T15:28:03.873833,-48.98
2026-01-13T15:28:04.371812,-49.85
2026-01-13T15:28:04.872121,-47.70
2026-01-13T15:28:05.371586,-45.99
2026-01-13T15:28:05.871292,-46.89
2026-01-13T15:28:06.371154,-48.58
2026-01-13T15:28:06.870982,-49.01
2026-01-13T15:28:07.371893,-47.61
2026-01-13T15:28:07.870645,-46.28
2026-01-13T15:28:08.371110,-44.49
2026-01-13T15:28:08.870375,-43.85
2026-01-13T15:28:09.370183,-47.08
2026-01-13T15:28:09.870514,-50.54
2026-01-13T15:28:10.369848,-48.55
2026-01-13T15:28:10.869704,-46.48
2026-01-13T15:28:11.369635,-51.27
2026-01-13T15:28:11.867722,-53.13
2026-01-13T15:28:12.367232,-54.68
2026-01-13T15:28:12.867043,-55.88
2026-01-13T15:28:13.366892,-51.54
2026-01-13T15:28:13.866777,-50.86
2026-01-13T15:28:14.366904,-48.28
2026-01-13T15:28:14.866508,-48.66
2026-01-13T15:28:15.366268,-53.94
2026-01-13T15:28:15.866095,-52.65
2026-01-13T15:28:16.366045,-51.77
2026-01-13T15:28:16.865918,-50.19
2026-01-13T15:28:17.365725,-54.79
2026-01-13T15:28:17.865427,-52.11
2026-01-13T15:28:18.365236,-58.39
2026-01-13T15:28:18.865152,-56.45
2026-01-13T15:28:19.365678,-57.02
2026-01-13T15:28:19.864914,-55.06
2026-01-13T15:28:20.364611,-56.58
2026-01-13T15:28:20.864488,-54.45
2026-01-13T15:28:21.364337,-55.25
2026-01-13T15:28:21.865360,-53.83
2026-01-13T15:28:22.366244,-57.36
2026-01-13T15:28:22.863833,-59.39
2026-01-13T15:28:23.361754,-56.54
2026-01-13T15:28:23.861657,-59.75
2026-01-13T15:28:24.361448,-58.38
2026-01-13T15:28:24.861212,-56.74
2026-01-13T15:28:25.361036,-56.50
2026-01-13T15:28:25.860897,-54.28
2026-01-13T15:28:26.360997,-53.55
2026-01-13T15:28:26.860772,-56.67
2026-01-13T15:28:27.361841,-58.31
2026-01-13T15:28:27.860226,-57.08
2026-01-13T15:28:28.360117,-59.18
2026-01-13T15:28:28.859954,-59.42
2026-01-13T15:28:29.359757,-57.80
2026-01-13T15:28:29.859577,-59.02
2026-01-13T15:28:30.359416,-54.14
2026-01-13T15:28:30.859240,-58.35
2026-01-13T15:28:31.359342,-58.35
2026-01-13T15:28:31.858992,-57.84
2026-01-13T15:28:32.358759,-59.12
2026-01-13T15:28:32.858606,-59.60
2026-01-13T15:28:33.358501,-58.39
2026-01-13T15:28:33.858270,-60.87
2026-01-13T15:28:34.358103,-61.17
2026-01-13T15:28:34.855961,-58.69
2026-01-13T15:28:35.355904,-58.28
2026-01-13T15:28:35.855653,-60.53
2026-01-13T15:28:36.355555,-60.91
2026-01-13T15:28:36.855627,-62.91
2026-01-13T15:28:37.355142,-60.54
2026-01-13T15:28:37.855007,-62.11
2026-01-13T15:28:38.354898,-62.92
2026-01-13T15:28:38.854706,-61.33
2026-01-13T15:28:39.354622,-60.35
2026-01-13T15:28:39.854416,-62.33
2026-01-13T15:28:40.354359,-61.58
2026-01-13T15:28:40.854013,-62.69
2026-01-13T15:28:41.353897,-61.47
2026-01-13T15:28:41.854016,-62.36
2026-01-13T15:28:42.353533,-61.13
2026-01-13T15:28:42.853427,-59.02
2026-01-13T15:28:43.353992,-59.17
2026-01-13T15:28:43.853044,-63.01
2026-01-13T15:28:44.352891,-63.07
2026-01-13T15:28:44.852760,-62.90
2026-01-13T15:28:45.352414,-61.15
2026-01-13T15:28:45.852098,-64.03
2026-01-13T15:28:46.351869,-64.32
2026-01-13T15:28:46.849716,-62.45
2026-01-13T15:28:47.349211,-62.57
2026-01-13T15:28:47.848530,-61.11
2026-01-13T15:28:48.348154,-58.60
2026-01-13T15:28:48.847768,-57.43
2026-01-13T15:28:49.347629,-60.18
2026-01-13T15:28:49.847069,-59.13
2026-01-13T15:28:50.346835,-57.00
2026-01-13T15:28:50.846281,-57.10
2026-01-13T15:28:51.346000,-56.05
2026-01-13T15:28:51.845879,-56.68
2026-01-13T15:28:52.345131,-61.25
2026-01-13T15:28:52.844761,-57.07
2026-01-13T15:28:53.344508,-54.35
2026-01-13T15:28:53.843982,-53.16
2026-01-13T15:28:54.343995,-49.67
2026-01-13T15:28:54.844890,-50.87
2026-01-13T15:28:55.343035,-53.45
2026-01-13T15:28:55.842538,-52.24
2026-01-13T15:28:56.342172,-51.00
2026-01-13T15:28:56.842296,-55.64
2026-01-13T15:28:57.341459,-52.60
2026-01-13T15:28:57.841112,-49.65
2026-01-13T15:28:58.338872,-51.67
2026-01-13T15:28:58.838394,-51.95
2026-01-13T15:28:59.338077,-53.67
2026-01-13T15:28:59.837728,-53.19
2026-01-13T15:29:00.337253,-52.41
2026-01-13T15:29:00.836934,-55.10
2026-01-13T15:29:01.336597,-52.80
2026-01-13T15:29:01.838051,-51.72
2026-01-13T15:29:02.335832,-51.86
2026-01-13T15:29:02.835546,-51.85
2026-01-13T15:29:03.335268,-52.29
2026-01-13T15:29:03.834742,-52.75
2026-01-13T15:29:04.334427,-51.64
2026-01-13T15:29:04.834057,-51.01
2026-01-13T15:29:05.333660,-49.54
2026-01-13T15:29:05.833335,-52.40
2026-01-13T15:29:06.333144,-50.29
2026-01-13T15:29:06.833405,-52.62
2026-01-13T15:29:07.332265,-48.61
2026-01-13T15:29:07.831961,-49.86
2026-01-13T15:29:08.331680,-49.22
2026-01-13T15:29:08.831242,-53.29
2026-01-13T15:29:09.330928,-50.81
2026-01-13T15:29:09.828508,-52.05
2026-01-13T15:29:10.328164,-50.63
2026-01-13T15:29:10.827842,-53.38
2026-01-13T15:29:11.327563,-50.97
2026-01-13T15:29:11.827718,-53.86
2026-01-13T15:29:12.326794,-51.60
2026-01-13T15:29:12.826473,-51.70
2026-01-13T15:29:13.326096,-51.38
2026-01-13T15:29:13.825828,-50.85
2026-01-13T15:29:14.325485,-51.00
2026-01-13T15:29:14.826077,-46.72
2026-01-13T15:29:15.324715,-48.59
2026-01-13T15:29:15.824404,-50.96
2026-01-13T15:29:16.324111,-50.48
2026-01-13T15:29:16.824050,-48.87
2026-01-13T15:29:17.323326,-50.26
2026-01-13T15:29:17.823067,-51.27
2026-01-13T15:29:18.322743,-50.80
2026-01-13T15:29:18.822397,-50.88
2026-01-13T15:29:19.322074,-49.54
2026-01-13T15:29:19.821726,-49.28
2026-01-13T15:29:20.321345,-51.53
2026-01-13T15:29:20.821041,-51.17
2026-01-13T15:29:21.320414,-51.60
2026-01-13T15:29:21.818432,-48.98
2026-01-13T15:29:22.318026,-49.37
2026-01-13T15:29:22.817733,-49.61
2026-01-13T15:29:23.317388,-51.90
2026-01-13T15:29:23.817009,-52.57
2026-01-13T15:29:24.316688,-50.15
2026-01-13T15:29:24.816373,-49.65
2026-01-13T15:29:25.316035,-47.30
2026-01-13T15:29:25.815963,-47.99
2026-01-13T15:29:26.315491,-49.20
2026-01-13T15:29:26.815120,-50.28
2026-01-13T15:29:27.314652,-52.80
2026-01-13T15:29:27.814372,-49.73
2026-01-13T15:29:28.314058,-50.36
2026-01-13T15:29:28.813802,-50.81
2026-01-13T15:29:29.313406,-48.35
2026-01-13T15:29:29.813275,-48.53
2026-01-13T15:29:30.312750,-46.54
2026-01-13T15:29:30.812765,-47.76
2026-01-13T15:29:31.312209,-51.87
2026-01-13T15:29:31.811819,-47.60
2026-01-13T15:29:32.311441,-49.08
2026-01-13T15:29:32.809123,-48.08
2026-01-13T15:29:33.308834,-46.41
2026-01-13T15:29:33.808952,-46.58
2026-01-13T15:29:34.308182,-48.26
2026-01-13T15:29:34.808401,-50.95
2026-01-13T15:29:35.307567,-49.00
2026-01-13T15:29:35.807448,-47.69
2026-01-13T15:29:36.307053,-47.40
2026-01-13T15:29:36.806680,-50.84
2026-01-13T15:29:37.306287,-45.65
2026-01-13T15:29:37.806179,-48.09
2026-01-13T15:29:38.305686,-47.86
2026-01-13T15:29:38.805730,-47.17
2026-01-13T15:29:39.304997,-46.21
2026-01-13T15:29:39.805841,-46.99
2026-01-13T15:29:40.306179,-44.87
2026-01-13T15:29:40.804301,-43.64
2026-01-13T15:29:41.304173,-43.04
2026-01-13T15:29:41.803517,-40.58
2026-01-13T15:29:42.303121,-46.30
2026-01-13T15:29:42.802847,-42.43
2026-01-13T15:29:43.302462,-42.00
2026-01-13T15:29:43.802889,-40.16
2026-01-13T15:29:44.299895,-44.07
2026-01-13T15:29:44.799635,-43.19
2026-01-13T15:29:45.299306,-42.38
2026-01-13T15:29:45.798979,-42.42
2026-01-13T15:29:46.299030,-39.43
2026-01-13T15:29:46.798341,-38.72
2026-01-13T15:29:47.298028,-39.03
2026-01-13T15:29:47.797949,-39.38
2026-01-13T15:29:48.297558,-39.91
2026-01-13T15:29:48.797288,-41.36
2026-01-13T15:29:49.296834,-42.00
2026-01-13T15:29:49.797772,-39.79
2026-01-13T15:29:50.296143,-39.98
2026-01-13T15:29:50.795862,-41.25
2026-01-13T15:29:51.295919,-41.57
2026-01-13T15:29:51.795370,-39.96
2026-01-13T15:29:52.294946,-40.29
2026-01-13T15:29:52.794685,-37.83
2026-01-13T15:29:53.294420,-37.82
2026-01-13T15:29:53.794190,-38.04
2026-01-13T15:29:54.295691,-38.08
2026-01-13T15:29:54.793700,-37.10
2026-01-13T15:29:55.293249,-37.50
2026-01-13T15:29:55.792915,-36.83
2026-01-13T15:29:56.290951,-37.85
2026-01-13T15:29:56.790267,-36.70
2026-01-13T15:29:57.290008,-36.62
2026-01-13T15:29:57.789705,-36.68
2026-01-13T15:29:58.289493,-36.86
2026-01-13T15:29:58.789108,-36.78
2026-01-13T15:29:59.288774,-36.79
2026-01-13T15:29:59.788508,-36.85
2026-01-13T15:30:00.288189,-36.62
2026-01-13T15:30:00.787987,-36.71
2026-01-13T15:30:01.287946,-36.64
2026-01-13T15:30:01.787281,-36.58
2026-01-13T15:30:02.286978,-36.61
2026-01-13T15:30:02.786740,-36.69
2026-01-13T15:30:03.286892,-36.79
2026-01-13T15:30:03.786134,-36.69
2026-01-13T15:30:04.285812,-36.84
2026-01-13T15:30:04.785809,-36.77
2026-01-13T15:30:05.285704,-36.70
2026-01-13T15:30:05.785274,-36.67
2026-01-13T15:30:06.284848,-36.68
2026-01-13T15:30:06.784415,-37.21
2026-01-13T15:30:07.284171,-37.19
2026-01-13T15:30:07.781752,-36.75
2026-01-13T15:30:08.281638,-37.47
2026-01-13T15:30:08.781157,-36.94
2026-01-13T15:30:09.280840,-36.88
2026-01-13T15:30:09.780594,-37.76
2026-01-13T15:30:10.280308,-38.43
2026-01-13T15:30:10.780516,-38.39
2026-01-13T15:30:11.280494,-38.78
2026-01-13T15:30:11.779801,-38.76
2026-01-13T15:30:12.279227,-38.62
2026-01-13T15:30:12.778969,-38.14
2026-01-13T15:30:13.279113,-37.48
2026-01-13T15:30:13.778386,-37.67
2026-01-13T15:30:14.278085,-37.84
2026-01-13T15:30:14.777921,-38.03
2026-01-13T15:30:15.277563,-38.50
2026-01-13T15:30:15.778650,-38.74
2026-01-13T15:30:16.277050,-39.50
2026-01-13T15:30:16.776764,-38.29
2026-01-13T15:30:17.276381,-38.71
2026-01-13T15:30:17.776225,-39.42
2026-01-13T15:30:18.276297,-39.05
2026-01-13T15:30:18.775619,-38.03
2026-01-13T15:30:19.273351,-39.72
2026-01-13T15:30:19.773187,-39.18
2026-01-13T15:30:20.272715,-40.47
2026-01-13T15:30:20.772544,-40.19
2026-01-13T15:30:21.272246,-40.25
2026-01-13T15:30:21.772012,-41.15
2026-01-13T15:30:22.271635,-40.10
2026-01-13T15:30:22.771363,-42.27
2026-01-13T15:30:23.271116,-41.37
2026-01-13T15:30:23.771428,-39.99
2026-01-13T15:30:24.270548,-41.05
2026-01-13T15:30:24.770247,-39.71
2026-01-13T15:30:25.270028,-40.93
2026-01-13T15:30:25.769697,-40.38
2026-01-13T15:30:26.269716,-41.34
2026-01-13T15:30:26.769224,-42.06
2026-01-13T15:30:27.268817,-43.01
2026-01-13T15:30:27.768581,-44.63
2026-01-13T15:30:28.268283,-42.51
2026-01-13T15:30:28.768049,-41.58
2026-01-13T15:30:29.267702,-41.92
2026-01-13T15:30:29.768652,-42.21
2026-01-13T15:30:30.267214,-45.02
2026-01-13T15:30:30.764982,-42.46
2026-01-13T15:30:31.264923,-42.48
2026-01-13T15:30:31.764557,-43.28
2026-01-13T15:30:32.264121,-45.26
2026-01-13T15:30:32.763972,-44.38
2026-01-13T15:30:33.263669,-43.39
2026-01-13T15:30:33.763503,-42.21
2026-01-13T15:30:34.263044,-43.57
2026-01-13T15:30:34.762792,-43.49
2026-01-13T15:30:35.262712,-42.98
2026-01-13T15:30:35.762316,-43.46
2026-01-13T15:30:36.262320,-46.00
2026-01-13T15:30:36.761806,-42.30
2026-01-13T15:30:37.261471,-45.22
2026-01-13T15:30:37.761155,-43.09
2026-01-13T15:30:38.260929,-44.94
2026-01-13T15:30:38.760684,-42.23
2026-01-13T15:30:39.260357,-43.37
2026-01-13T15:30:39.760142,-47.26
2026-01-13T15:30:40.259823,-48.64
2026-01-13T15:30:40.759568,-48.95
2026-01-13T15:30:41.259573,-49.81
2026-01-13T15:30:41.761090,-45.72
2026-01-13T15:30:42.256756,-43.36
2026-01-13T15:30:42.757021,-44.92
2026-01-13T15:30:43.256225,-47.31
2026-01-13T15:30:43.756116,-49.74
2026-01-13T15:30:44.255724,-51.55
2026-01-13T15:30:44.755490,-51.28
2026-01-13T15:30:45.255511,-48.59
2026-01-13T15:30:45.754976,-51.48
2026-01-13T15:30:46.254737,-46.55
2026-01-13T15:30:46.755678,-46.30
2026-01-13T15:30:47.254165,-45.90
2026-01-13T15:30:47.754323,-46.93
2026-01-13T15:30:48.253654,-48.22
