time_stamp,lat,lon,alt
2026-01-13T07:18:20.143000,24.9423134,121.3679108,41.25
2026-01-13T07:18:20.643000,24.9423134,121.3679108,41.25
2026-01-13T07:18:21.144000,24.9422982,121.3679135,41.30
2026-01-13T07:18:21.644000,24.9422982,121.3679135,41.30
2026-01-13T07:18:22.144000,24.9422824,121.3679187,41.33
2026-01-13T07:18:22.645000,24.9422824,121.3679187,41.33
2026-01-13T07:18:23.145000,24.9422675,121.3679242,41.35
2026-01-13T07:18:23.646000,24.9422675,121.3679242,41.35
2026-01-13T07:18:24.146000,24.9422521,121.3679325,41.36
2026-01-13T07:18:24.646000,24.9422521,121.3679325,41.36
2026-01-13T07:18:25.148000,24.9422370,121.3679412,41.37
2026-01-13T07:18:25.649000,24.9422370,121.3679412,41.37
2026-01-13T07:18:26.150000,24.9422330,121.3679510,41.35
2026-01-13T07:18:26.651000,24.9422330,121.3679510,41.35
2026-01-13T07:18:27.152000,24.9422298,121.3679599,41.32
2026-01-13T07:18:27.653000,24.9422298,121.3679599,41.32
2026-01-13T07:18:28.154000,24.9422289,121.3679758,41.42
2026-01-13T07:18:28.655000,24.9422289,121.3679758,41.42
2026-01-13T07:18:29.156000,24.9422286,121.3679916,41.51
2026-01-13T07:18:29.657000,24.9422286,121.3679916,41.51
2026-01-13T07:18:30.158000,24.9422304,121.3680062,41.57
2026-01-13T07:18:30.659000,24.9422304,121.3680062,41.57
2026-01-13T07:18:31.160000,24.9422242,121.3680191,41.64
2026-01-13T07:18:31.661000,24.9422242,121.3680191,41.64
2026-01-13T07:18:32.163000,24.9422205,121.3680302,41.69
2026-01-13T07:18:32.664000,24.9422205,121.3680302,41.69
2026-01-13T07:18:33.165000,24.9422189,121.3680318,41.60
2026-01-13T07:18:33.666000,24.9422189,121.3680318,41.60
2026-01-13T07:18:34.167000,24.9422180,121.3680310,41.51
2026-01-13T07:18:34.667000,24.9422180,121.3680310,41.51
2026-01-13T07:18:35.169000,24.9422215,121.3680355,41.25
2026-01-13T07:18:35.670000,24.9422215,121.3680355,41.25
2026-01-13T07:18:36.170000,24.9422291,121.3680365,41.03
2026-01-13T07:18:36.670000,24.9422291,121.3680365,41.03
2026-01-13T07:18:37.171000,24.9422327,121.3680390,40.81
2026-01-13T07:18:37.671000,24.9422327,121.3680390,40.81
2026-01-13T07:18:38.172000,24.9422320,121.3680432,40.56
2026-01-13T07:18:38.672000,24.9422320,121.3680432,40.56
2026-01-13T07:18:39.172000,24.9422324,121.3680482,40.36
2026-01-13T07:18:39.673000,24.9422324,121.3680482,40.36
2026-01-13T07:18:40.174000,24.9422288,121.3680486,40.33
2026-01-13T07:18:40.674000,24.9422288,121.3680486,40.33
2026-01-13T07:18:41.175000,24.9422197,121.3680530,40.17
2026-01-13T07:18:41.676000,24.9422197,121.3680530,40.17
2026-01-13T07:18:42.177000,24.9422128,121.3680579,40.01
2026-01-13T07:18:42.678000,24.9422128,121.3680579,40.01
2026-01-13T07:18:43.179000,24.9422061,121.3680644,39.89
2026-01-13T07:18:43.680000,24.9422061,121.3680644,39.89
2026-01-13T07:18:44.182000,24.9421997,121.3680703,39.81
2026-01-13T07:18:44.682000,24.9421997,121.3680703,39.81
2026-01-13T07:18:45.183000,24.9421937,121.3680770,39.72
2026-01-13T07:18:45.684000,24.9421937,121.3680770,39.72
2026-01-13T07:18:46.185000,24.9421895,121.3680821,39.79
2026-01-13T07:18:46.686000,24.9421895,121.3680821,39.79
2026-01-13T07:18:47.187000,24.9421873,121.3680845,39.88
2026-01-13T07:18:47.688000,24.9421873,121.3680845,39.88
2026-01-13T07:18:48.189000,24.9421866,121.3680852,40.08
2026-01-13T07:18:48.689000,24.9421866,121.3680852,40.08
2026-01-13T07:18:49.190000,24.9421861,121.3680845,40.24
2026-01-13T07:18:49.691000,24.9421861,121.3680845,40.24
2026-01-13T07:18:50.192000,24.9421840,121.3680852,40.38
2026-01-13T07:18:50.693000,24.9421840,121.3680852,40.38
2026-01-13T07:18:51.194000,24.9421793,121.3680878,40.44
2026-01-13T07:18:51.695000,24.9421793,121.3680878,40.44
2026-01-13T07:18:52.196000,24.9421721,121.3680938,40.52
2026-01-13T07:18:52.698000,24.9421721,121.3680938,40.52
2026-01-13T07:18:53.198000,24.9421640,121.3680996,40.46
2026-01-13T07:18:53.699000,24.9421640,121.3680996,40.46
2026-01-13T07:18:54.200000,24.9421538,121.3681064,40.35
2026-01-13T07:18:54.701000,24.9421538,121.3681064,40.35
2026-01-13T07:18:55.202000,24.9421432,121.3681113,40.39
2026-01-13T07:18:55.702000,24.9421432,121.3681113,40.39
2026-01-13T07:18:56.202000,24.9421327,121.3681160,40.47
2026-01-13T07:18:56.703000,24.9421327,121.3681160,40.47
2026-01-13T07:18:57.203000,24.9421235,121.3681193,40.47
2026-01-13T07:18:57.704000,24.9421235,121.3681193,40.47
2026-01-13T07:18:58.204000,24.9421133,121.3681255,40.46
2026-01-13T07:18:58.704000,24.9421133,121.3681255,40.46
2026-01-13T07:18:59.205000,24.9421033,121.3681327,40.50
2026-01-13T07:18:59.705000,24.9421033,121.3681327,40.50
2026-01-13T07:19:00.206000,24.9420937,121.3681412,40.47
2026-01-13T07:19:00.706000,24.9420937,121.3681412,40.47
2026-01-13T07:19:01.206000,24.9420833,121.3681518,40.57
2026-01-13T07:19:01.707000,24.9420833,121.3681518,40.57
2026-01-13T07:19:02.207000,24.9420708,121.3681661,40.64
2026-01-13T07:19:02.708000,24.9420708,121.3681661,40.64
2026-01-13T07:19:03.208000,24.9420580,121.3681778,40.69
2026-01-13T07:19:03.708000,24.9420580,121.3681778,40.69
2026-01-13T07:19:04.209000,24.9420453,121.3681904,40.66
2026-01-13T07:19:04.710000,24.9420453,121.3681904,40.66
2026-01-13T07:19:05.210000,24.9420336,121.3682039,40.55
2026-01-13T07:19:05.710000,24.9420336,121.3682039,40.55
2026-01-13T07:19:06.211000,24.9420271,121.3682158,40.50
2026-01-13T07:19:06.711000,24.9420271,121.3682158,40.50
2026-01-13T07:19:07.212000,24.9420218,121.3682276,40.47
2026-01-13T07:19:07.713000,24.9420218,121.3682276,40.47
2026-01-13T07:19:08.214000,24.9420190,121.3682418,40.51
2026-01-13T07:19:08.715000,24.9420190,121.3682418,40.51
2026-01-13T07:19:09.216000,24.9420183,121.3682559,40.69
2026-01-13T07:19:09.717000,24.9420183,121.3682559,40.69
2026-01-13T07:19:10.218000,24.9420179,121.3682686,40.92
2026-01-13T07:19:10.719000,24.9420179,121.3682686,40.92
2026-01-13T07:19:11.220000,24.9420149,121.3682819,40.85
2026-01-13T07:19:11.721000,24.9420149,121.3682819,40.85
2026-01-13T07:19:12.222000,24.9420122,121.3682943,40.90
2026-01-13T07:19:12.723000,24.9420122,121.3682943,40.90
2026-01-13T07:19:13.224000,24.9420093,121.3683067,40.96
2026-01-13T07:19:13.725000,24.9420093,121.3683067,40.96
2026-01-13T07:19:14.226000,24.9420060,121.3683201,40.86
2026-01-13T07:19:14.727000,24.9420060,121.3683201,40.86
2026-01-13T07:19:15.228000,24.9420030,121.3683354,40.80
2026-01-13T07:19:15.728000,24.9420030,121.3683354,40.80
2026-01-13T07:19:16.230000,24.9420008,121.3683494,40.91
2026-01-13T07:19:16.731000,24.9420008,121.3683494,40.91
2026-01-13T07:19:17.232000,24.9419997,121.3683628,40.91
2026-01-13T07:19:17.732000,24.9419997,121.3683628,40.91
2026-01-13T07:19:18.233000,24.9420010,121.3683752,40.92
2026-01-13T07:19:18.734000,24.9420010,121.3683752,40.92
2026-01-13T07:19:19.235000,24.9420030,121.3683885,41.02
2026-01-13T07:19:19.736000,24.9420030,121.3683885,41.02
2026-01-13T07:19:20.237000,24.9420066,121.3684015,41.04
2026-01-13T07:19:20.738000,24.9420066,121.3684015,41.04
2026-01-13T07:19:21.239000,24.9420096,121.3684154,41.01
2026-01-13T07:19:21.739000,24.9420096,121.3684154,41.01
2026-01-13T07:19:22.239000,24.9420130,121.3684284,41.01
2026-01-13T07:19:22.740000,24.9420130,121.3684284,41.01
2026-01-13T07:19:23.240000,24.9420139,121.3684413,41.03
2026-01-13T07:19:23.741000,24.9420139,121.3684413,41.03
2026-01-13T07:19:24.241000,24.9420149,121.3684522,40.97
2026-01-13T07:19:24.741000,24.9420149,121.3684522,40.97
2026-01-13T07:19:25.242000,24.9420150,121.3684622,40.87
2026-01-13T07:19:25.742000,24.9420150,121.3684622,40.87
2026-01-13T07:19:26.243000,24.9420145,121.3684729,40.91
2026-01-13T07:19:26.743000,24.9420145,121.3684729,40.91
2026-01-13T07:19:27.243000,24.9420128,121.3684853,40.87
2026-01-13T07:19:27.744000,24.9420128,121.3684853,40.87
2026-01-13T07:19:28.244000,24.9420109,121.3684985,40.68
2026-01-13T07:19:28.744000,24.9420109,121.3684985,40.68
2026-01-13T07:19:29.245000,24.9420084,121.3685129,40.53
2026-01-13T07:19:29.745000,24.9420084,121.3685129,40.53
2026-01-13T07:19:30.246000,24.9420056,121.3685278,40.46
2026-01-13T07:19:30.746000,24.9420056,121.3685278,40.46
2026-01-13T07:19:31.246000,24.9420035,121.3685427,40.22
2026-01-13T07:19:31.747000,24.9420035,121.3685427,40.22
2026-01-13T07:19:32.247000,24.9420023,121.3685563,40.17
2026-01-13T07:19:32.748000,24.9420023,121.3685563,40.17
2026-01-13T07:19:33.248000,24.9420023,121.3685692,40.09
2026-01-13T07:19:33.748000,24.9420023,121.3685692,40.09
2026-01-13T07:19:34.252000,24.9420012,121.3685821,40.15
2026-01-13T07:19:34.753000,24.9420012,121.3685821,40.15
2026-01-13T07:19:35.255000,24.9420004,121.3685954,40.04
2026-01-13T07:19:35.756000,24.9420004,121.3685954,40.04
2026-01-13T07:19:36.257000,24.9419977,121.3686102,40.02
2026-01-13T07:19:36.758000,24.9419977,121.3686102,40.02
2026-01-13T07:19:37.259000,24.9419932,121.3686275,39.90
2026-01-13T07:19:37.760000,24.9419932,121.3686275,39.90
2026-01-13T07:19:38.260000,24.9419878,121.3686467,39.87
2026-01-13T07:19:38.762000,24.9419878,121.3686467,39.87
2026-01-13T07:19:39.263000,24.9419825,121.3686665,39.75
2026-01-13T07:19:39.764000,24.9419825,121.3686665,39.75
2026-01-13T07:19:40.265000,24.9419769,121.3686862,39.73
2026-01-13T07:19:40.766000,24.9419769,121.3686862,39.73
2026-01-13T07:19:41.267000,24.9419732,121.3687037,39.63
2026-01-13T07:19:41.768000,24.9419732,121.3687037,39.63
2026-01-13T07:19:42.269000,24.9419706,121.3687201,39.54
2026-01-13T07:19:42.770000,24.9419706,121.3687201,39.54
2026-01-13T07:19:43.271000,24.9419682,121.3687350,39.53
2026-01-13T07:19:43.772000,24.9419682,121.3687350,39.53
2026-01-13T07:19:44.273000,24.9419676,121.3687495,39.53
2026-01-13T07:19:44.774000,24.9419676,121.3687495,39.53
2026-01-13T07:19:45.274000,24.9419678,121.3687644,39.74
2026-01-13T07:19:45.775000,24.9419678,121.3687644,39.74
2026-01-13T07:19:46.275000,24.9419684,121.3687796,39.76
2026-01-13T07:19:46.775000,24.9419684,121.3687796,39.76
2026-01-13T07:19:47.276000,24.9419688,121.3687957,39.92
2026-01-13T07:19:47.776000,24.9419688,121.3687957,39.92
2026-01-13T07:19:48.276000,24.9419701,121.3688112,40.02
2026-01-13T07:19:48.777000,24.9419701,121.3688112,40.02
2026-01-13T07:19:49.277000,24.9419724,121.3688270,40.14
2026-01-13T07:19:49.778000,24.9419724,121.3688270,40.14
2026-01-13T07:19:50.278000,24.9419749,121.3688402,39.95
2026-01-13T07:19:50.779000,24.9419749,121.3688402,39.95
2026-01-13T07:19:51.279000,24.9419782,121.3688542,39.98
2026-01-13T07:19:51.780000,24.9419782,121.3688542,39.98
2026-01-13T07:19:52.280000,24.9419836,121.3688671,39.98
2026-01-13T07:19:52.781000,24.9419836,121.3688671,39.98
2026-01-13T07:19:53.282000,24.9419905,121.3688805,39.84
2026-01-13T07:19:53.783000,24.9419905,121.3688805,39.84
2026-01-13T07:19:54.284000,24.9419989,121.3688930,39.78
2026-01-13T07:19:54.785000,24.9419989,121.3688930,39.78
2026-01-13T07:19:55.286000,24.9420084,121.3689054,39.85
2026-01-13T07:19:55.787000,24.9420084,121.3689054,39.85
2026-01-13T07:19:56.288000,24.9420185,121.3689164,39.90
2026-01-13T07:19:56.789000,24.9420185,121.3689164,39.90
2026-01-13T07:19:57.290000,24.9420284,121.3689246,39.88
2026-01-13T07:19:57.791000,24.9420284,121.3689246,39.88
2026-01-13T07:19:58.292000,24.9420371,121.3689324,40.05
2026-01-13T07:19:58.793000,24.9420371,121.3689324,40.05
2026-01-13T07:19:59.294000,24.9420453,121.3689382,40.16
2026-01-13T07:19:59.794000,24.9420453,121.3689382,40.16
2026-01-13T07:20:00.295000,24.9420453,121.3689382,40.16
2026-01-13T07:20:00.795000,24.9420453,121.3689382,40.16
2026-01-13T07:20:01.296000,24.9420617,121.3689521,40.53
2026-01-13T07:20:01.796000,24.9420617,121.3689521,40.53
2026-01-13T07:20:02.296000,24.9420711,121.3689592,40.65
2026-01-13T07:20:02.797000,24.9420711,121.3689592,40.65
2026-01-13T07:20:03.297000,24.9420808,121.3689664,40.65
2026-01-13T07:20:03.797000,24.9420808,121.3689664,40.65
2026-01-13T07:20:04.297000,24.9420898,121.3689746,40.60
2026-01-13T07:20:04.798000,24.9420898,121.3689746,40.60
2026-01-13T07:20:05.298000,24.9421001,121.3689822,40.49
2026-01-13T07:20:05.799000,24.9421001,121.3689822,40.49
2026-01-13T07:20:06.300000,24.9421095,121.3689903,40.35
2026-01-13T07:20:06.801000,24.9421095,121.3689903,40.35
2026-01-13T07:20:07.302000,24.9421185,121.3689994,40.30
2026-01-13T07:20:07.803000,24.9421185,121.3689994,40.30
2026-01-13T07:20:08.304000,24.9421290,121.3690094,40.31
2026-01-13T07:20:08.805000,24.9421290,121.3690094,40.31
2026-01-13T07:20:09.306000,24.9421383,121.3690185,40.34
2026-01-13T07:20:09.807000,24.9421383,121.3690185,40.34
2026-01-13T07:20:10.308000,24.9421464,121.3690292,40.40
2026-01-13T07:20:10.809000,24.9421464,121.3690292,40.40
2026-01-13T07:20:11.310000,24.9421538,121.3690399,40.36
2026-01-13T07:20:11.811000,24.9421538,121.3690399,40.36
2026-01-13T07:20:12.312000,24.9421615,121.3690503,40.39
2026-01-13T07:20:12.814000,24.9421615,121.3690503,40.39
2026-01-13T07:20:13.314000,24.9421692,121.3690604,40.51
2026-01-13T07:20:13.815000,24.9421692,121.3690604,40.51
2026-01-13T07:20:14.316000,24.9421780,121.3690708,40.64
2026-01-13T07:20:14.817000,24.9421780,121.3690708,40.64
2026-01-13T07:20:15.318000,24.9421871,121.3690793,40.81
2026-01-13T07:20:15.819000,24.9421871,121.3690793,40.81
2026-01-13T07:20:16.320000,24.9421977,121.3690871,41.01
2026-01-13T07:20:16.820000,24.9421977,121.3690871,41.01
2026-01-13T07:20:17.320000,24.9422093,121.3690959,41.09
2026-01-13T07:20:17.821000,24.9422093,121.3690959,41.09
2026-01-13T07:20:18.322000,24.9422192,121.3691026,41.05
2026-01-13T07:20:18.823000,24.9422192,121.3691026,41.05
2026-01-13T07:20:19.324000,24.9422284,121.3691089,40.77
2026-01-13T07:20:19.825000,24.9422284,121.3691089,40.77
2026-01-13T07:20:20.326000,24.9422369,121.3691146,40.75
2026-01-13T07:20:20.827000,24.9422369,121.3691146,40.75
2026-01-13T07:20:21.328000,24.9422465,121.3691194,40.81
2026-01-13T07:20:21.829000,24.9422465,121.3691194,40.81
2026-01-13T07:20:22.329000,24.9422574,121.3691232,40.73
2026-01-13T07:20:22.831000,24.9422574,121.3691232,40.73
2026-01-13T07:20:23.332000,24.9422691,121.3691277,40.70
2026-01-13T07:20:23.833000,24.9422691,121.3691277,40.70
2026-01-13T07:20:24.334000,24.9422829,121.3691329,40.89
2026-01-13T07:20:24.835000,24.9422829,121.3691329,40.89
2026-01-13T07:20:25.336000,24.9422991,121.3691395,40.75
2026-01-13T07:20:25.837000,24.9422991,121.3691395,40.75
2026-01-13T07:20:26.338000,24.9423145,121.3691481,40.65
2026-01-13T07:20:26.839000,24.9423145,121.3691481,40.65
2026-01-13T07:20:27.340000,24.9423278,121.3691581,40.65
2026-01-13T07:20:27.841000,24.9423278,121.3691581,40.65
2026-01-13T07:20:28.342000,24.9423408,121.3691695,40.65
2026-01-13T07:20:28.843000,24.9423408,121.3691695,40.65
2026-01-13T07:20:29.344000,24.9423526,121.3691766,40.65
2026-01-13T07:20:29.845000,24.9423526,121.3691766,40.65
2026-01-13T07:20:30.346000,24.9423638,121.3691814,40.72
2026-01-13T07:20:30.847000,24.9423638,121.3691814,40.72
2026-01-13T07:20:31.347000,24.9423751,121.3691843,40.69
2026-01-13T07:20:31.847000,24.9423751,121.3691843,40.69
2026-01-13T07:20:32.348000,24.9423872,121.3691841,40.67
2026-01-13T07:20:32.848000,24.9423872,121.3691841,40.67
2026-01-13T07:20:33.349000,24.9424001,121.3691819,40.57
2026-01-13T07:20:33.849000,24.9424001,121.3691819,40.57
2026-01-13T07:20:34.349000,24.9424122,121.3691810,40.61
2026-01-13T07:20:34.850000,24.9424122,121.3691810,40.61
2026-01-13T07:20:35.350000,24.9424223,121.3691799,40.74
2026-01-13T07:20:35.851000,24.9424223,121.3691799,40.74
2026-01-13T07:20:36.351000,24.9424323,121.3691794,40.60
2026-01-13T07:20:36.851000,24.9424323,121.3691794,40.60
2026-01-13T07:20:37.352000,24.9424417,121.3691787,40.52
2026-01-13T07:20:37.852000,24.9424417,121.3691787,40.52
2026-01-13T07:20:38.352000,24.9424508,121.3691804,40.52
2026-01-13T07:20:38.853000,24.9424508,121.3691804,40.52
2026-01-13T07:20:39.353000,24.9424613,121.3691845,40.42
2026-01-13T07:20:39.854000,24.9424613,121.3691845,40.42
2026-01-13T07:20:40.354000,24.9424729,121.3691920,40.22
2026-01-13T07:20:40.854000,24.9424729,121.3691920,40.22
2026-01-13T07:20:41.355000,24.9424849,121.3691995,40.31
2026-01-13T07:20:41.855000,24.9424849,121.3691995,40.31
2026-01-13T07:20:42.356000,24.9424956,121.3692076,40.39
2026-01-13T07:20:42.856000,24.9424956,121.3692076,40.39
2026-01-13T07:20:43.356000,24.9425044,121.3692141,40.47
2026-01-13T07:20:43.857000,24.9425044,121.3692141,40.47
2026-01-13T07:20:44.357000,24.9425123,121.3692193,40.43
2026-01-13T07:20:44.857000,24.9425123,121.3692193,40.43
2026-01-13T07:20:45.358000,24.9425190,121.3692209,40.51
2026-01-13T07:20:45.858000,24.9425190,121.3692209,40.51
2026-01-13T07:20:46.359000,24.9425239,121.3692211,40.58
2026-01-13T07:20:46.859000,24.9425239,121.3692211,40.58
2026-01-13T07:20:47.359000,24.9425280,121.3692192,40.61
2026-01-13T07:20:47.860000,24.9425280,121.3692192,40.61
2026-01-13T07:20:48.360000,24.9425321,121.3692161,40.55
2026-01-13T07:20:48.860000,24.9425321,121.3692161,40.55
2026-01-13T07:20:49.361000,24.9425349,121.3692127,40.54
2026-01-13T07:20:49.861000,24.9425349,121.3692127,40.54
2026-01-13T07:20:50.362000,24.9425390,121.3692082,40.35
2026-01-13T07:20:50.862000,24.9425390,121.3692082,40.35
2026-01-13T07:20:51.363000,24.9425437,121.3692047,40.07
2026-01-13T07:20:51.863000,24.9425437,121.3692047,40.07
2026-01-13T07:20:52.363000,24.9425460,121.3692048,39.87
2026-01-13T07:20:52.864000,24.9425460,121.3692048,39.87
2026-01-13T07:20:53.364000,24.9425474,121.3692048,39.82
2026-01-13T07:20:53.865000,24.9425474,121.3692048,39.82
2026-01-13T07:20:54.365000,24.9425500,121.3692068,39.72
2026-01-13T07:20:54.865000,24.9425500,121.3692068,39.72
2026-01-13T07:20:55.366000,24.9425617,121.3692095,39.49
2026-01-13T07:20:55.866000,24.9425617,121.3692095,39.49
2026-01-13T07:20:56.366000,24.9425728,121.3692117,39.48
2026-01-13T07:20:56.867000,24.9425728,121.3692117,39.48
2026-01-13T07:20:57.367000,24.9425876,121.3692120,39.35
2026-01-13T07:20:57.868000,24.9425876,121.3692120,39.35
2026-01-13T07:20:58.368000,24.9426073,121.3692111,39.33
2026-01-13T07:20:58.868000,24.9426073,121.3692111,39.33
2026-01-13T07:20:59.369000,24.9426275,121.3692089,39.35
2026-01-13T07:20:59.870000,24.9426275,121.3692089,39.35
2026-01-13T07:21:00.370000,24.9426392,121.3692081,39.60
2026-01-13T07:21:00.871000,24.9426392,121.3692081,39.60
2026-01-13T07:21:01.371000,24.9426526,121.3692069,39.78
2026-01-13T07:21:01.871000,24.9426526,121.3692069,39.78
2026-01-13T07:21:02.372000,24.9426662,121.3692041,39.93
2026-01-13T07:21:02.872000,24.9426662,121.3692041,39.93
2026-01-13T07:21:03.373000,24.9426770,121.3691999,39.93
2026-01-13T07:21:03.874000,24.9426770,121.3691999,39.93
2026-01-13T07:21:04.375000,24.9426864,121.3691935,39.97
2026-01-13T07:21:04.876000,24.9426864,121.3691935,39.97
2026-01-13T07:21:05.377000,24.9426943,121.3691858,39.96
2026-01-13T07:21:05.878000,24.9426943,121.3691858,39.96
2026-01-13T07:21:06.379000,24.9427012,121.3691781,39.95
2026-01-13T07:21:06.880000,24.9427012,121.3691781,39.95
2026-01-13T07:21:07.381000,24.9427082,121.3691709,40.04
2026-01-13T07:21:07.882000,24.9427082,121.3691709,40.04
2026-01-13T07:21:08.384000,24.9427147,121.3691654,40.06
2026-01-13T07:21:08.885000,24.9427147,121.3691654,40.06
2026-01-13T07:21:09.386000,24.9427217,121.3691613,39.97
2026-01-13T07:21:09.887000,24.9427217,121.3691613,39.97
2026-01-13T07:21:10.388000,24.9427305,121.3691576,39.96
2026-01-13T07:21:10.889000,24.9427305,121.3691576,39.96
2026-01-13T07:21:11.390000,24.9427427,121.3691530,39.91
2026-01-13T07:21:11.891000,24.9427427,121.3691530,39.91
2026-01-13T07:21:12.391000,24.9427569,121.3691481,39.93
2026-01-13T07:21:12.892000,24.9427569,121.3691481,39.93
2026-01-13T07:21:13.393000,24.9427745,121.3691443,40.15
2026-01-13T07:21:13.894000,24.9427745,121.3691443,40.15
2026-01-13T07:21:14.396000,24.9427948,121.3691401,40.42
2026-01-13T07:21:14.896000,24.9427948,121.3691401,40.42
2026-01-13T07:21:15.398000,24.9428137,121.3691361,40.73
2026-01-13T07:21:15.898000,24.9428137,121.3691361,40.73
2026-01-13T07:21:16.399000,24.9428303,121.3691321,40.95
2026-01-13T07:21:16.899000,24.9428303,121.3691321,40.95
2026-01-13T07:21:17.400000,24.9428460,121.3691279,41.02
2026-01-13T07:21:17.900000,24.9428460,121.3691279,41.02
2026-01-13T07:21:18.400000,24.9428596,121.3691235,40.94
2026-01-13T07:21:18.901000,24.9428596,121.3691235,40.94
2026-01-13T07:21:19.401000,24.9428728,121.3691183,40.75
2026-01-13T07:21:19.902000,24.9428728,121.3691183,40.75
2026-01-13T07:21:20.402000,24.9428866,121.3691124,40.64
2026-01-13T07:21:20.902000,24.9428866,121.3691124,40.64
2026-01-13T07:21:21.403000,24.9428998,121.3691070,40.57
2026-01-13T07:21:21.904000,24.9428998,121.3691070,40.57
2026-01-13T07:21:22.404000,24.9429123,121.3691009,40.63
2026-01-13T07:21:22.905000,24.9429123,121.3691009,40.63
